speaker,filename,filepath,emotion,valence,arousal,dominance
Speaker-3,F-5-3-2.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-3\Fear\F-5-3-2.wav,Fear,2.5,7.41,3.69
Speaker-3,H-1-3-1.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-3\Happy\H-1-3-1.wav,Happy,8.21,6.49,6.26
Speaker-3,H-1-3-2.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-3\Happy\H-1-3-2.wav,Happy,8.21,6.49,6.26
Speaker-3,H-2-3-1.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-3\Happy\H-2-3-1.wav,Happy,8.21,6.49,6.26
Speaker-3,H-2-3-2.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-3\Happy\H-2-3-2.wav,Happy,8.21,6.49,6.26
Speaker-3,H-3-3-1.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-3\Happy\H-3-3-1.wav,Happy,8.21,6.49,6.26
Speaker-3,H-3-3-2.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-3\Happy\H-3-3-2.wav,Happy,8.21,6.49,6.26
Speaker-3,H-4-3-1.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-3\Happy\H-4-3-1.wav,Happy,8.21,6.49,6.26
Speaker-3,H-4-3-2.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-3\Happy\H-4-3-2.wav,Happy,8.21,6.49,6.26
Speaker-3,H-5-3-1.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-3\Happy\H-5-3-1.wav,Happy,8.21,6.49,6.26
Speaker-3,H-5-3-2.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-3\Happy\H-5-3-2.wav,Happy,8.21,6.49,6.26
Speaker-3,N-1-3-1.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-3\Neutral\N-1-3-1.wav,Neutral,5.16,3.88,5.0
Speaker-3,N-1-3-2.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-3\Neutral\N-1-3-2.wav,Neutral,5.16,3.88,5.0
Speaker-3,N-2-3-1.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-3\Neutral\N-2-3-1.wav,Neutral,5.16,3.88,5.0
Speaker-3,N-2-3-2.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-3\Neutral\N-2-3-2.wav,Neutral,5.16,3.88,5.0
Speaker-3,N-3-3-1.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-3\Neutral\N-3-3-1.wav,Neutral,5.16,3.88,5.0
Speaker-3,N-3-3-2.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-3\Neutral\N-3-3-2.wav,Neutral,5.16,3.88,5.0
Speaker-3,N-4-3-1.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-3\Neutral\N-4-3-1.wav,Neutral,5.16,3.88,5.0
Speaker-3,N-4-3-2.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-3\Neutral\N-4-3-2.wav,Neutral,5.16,3.88,5.0
Speaker-3,N-5-3-1.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-3\Neutral\N-5-3-1.wav,Neutral,5.16,3.88,5.0
Speaker-3,N-5-3-2.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-3\Neutral\N-5-3-2.wav,Neutral,5.16,3.88,5.0
Speaker-3,S-1-3-1.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-3\Sad\S-1-3-1.wav,Sad,2.32,3.47,2.98
Speaker-3,S-1-3-2.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-3\Sad\S-1-3-2.wav,Sad,2.32,3.47,2.98
Speaker-3,S-2-3-1.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-3\Sad\S-2-3-1.wav,Sad,2.32,3.47,2.98
Speaker-3,S-2-3-2.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-3\Sad\S-2-3-2.wav,Sad,2.32,3.47,2.98
Speaker-3,S-3-3-1.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-3\Sad\S-3-3-1.wav,Sad,2.32,3.47,2.98
Speaker-3,S-3-3-2.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-3\Sad\S-3-3-2.wav,Sad,2.32,3.47,2.98
Speaker-3,S-4-3-1.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-3\Sad\S-4-3-1.wav,Sad,2.32,3.47,2.98
Speaker-3,S-4-3-2.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-3\Sad\S-4-3-2.wav,Sad,2.32,3.47,2.98
Speaker-3,S-5-3-1.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-3\Sad\S-5-3-1.wav,Sad,2.32,3.47,2.98
Speaker-3,S-5-3-2.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-3\Sad\S-5-3-2.wav,Sad,2.32,3.47,2.98
Speaker-4,A-1-4-1.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-4\Anger\A-1-4-1.wav,Anger,2.98,7.02,6.38
Speaker-4,A-1-4-2.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-4\Anger\A-1-4-2.wav,Anger,2.98,7.02,6.38
Speaker-4,A-2-4-1.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-4\Anger\A-2-4-1.wav,Anger,2.98,7.02,6.38
Speaker-4,A-2-4-2.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-4\Anger\A-2-4-2.wav,Anger,2.98,7.02,6.38
Speaker-4,A-3-4-1.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-4\Anger\A-3-4-1.wav,Anger,2.98,7.02,6.38
Speaker-4,A-3-4-2.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-4\Anger\A-3-4-2.wav,Anger,2.98,7.02,6.38
Speaker-4,A-4-4-1.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-4\Anger\A-4-4-1.wav,Anger,2.98,7.02,6.38
Speaker-4,A-4-4-2.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-4\Anger\A-4-4-2.wav,Anger,2.98,7.02,6.38
Speaker-4,A-5-4-1.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-4\Anger\A-5-4-1.wav,Anger,2.98,7.02,6.38
Speaker-4,A-5-4-2.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-4\Anger\A-5-4-2.wav,Anger,2.98,7.02,6.38
Speaker-4,F-1-4-1.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-4\Fear\F-1-4-1.wav,Fear,2.5,7.41,3.69
Speaker-4,F-1-4-2.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-4\Fear\F-1-4-2.wav,Fear,2.5,7.41,3.69
Speaker-4,F-2-4-1.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-4\Fear\F-2-4-1.wav,Fear,2.5,7.41,3.69
Speaker-4,F-2-4-2.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-4\Fear\F-2-4-2.wav,Fear,2.5,7.41,3.69
Speaker-4,F-3-4-1.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-4\Fear\F-3-4-1.wav,Fear,2.5,7.41,3.69
Speaker-4,F-3-4-2.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-4\Fear\F-3-4-2.wav,Fear,2.5,7.41,3.69
Speaker-4,F-4-4-1.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-4\Fear\F-4-4-1.wav,Fear,2.5,7.41,3.69
Speaker-4,F-4-4-2.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-4\Fear\F-4-4-2.wav,Fear,2.5,7.41,3.69
Speaker-4,F-5-4-1.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-4\Fear\F-5-4-1.wav,Fear,2.5,7.41,3.69
Speaker-4,F-5-4-2.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-4\Fear\F-5-4-2.wav,Fear,2.5,7.41,3.69
Speaker-4,H-1-4-1.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-4\Happy\H-1-4-1.wav,Happy,8.21,6.49,6.26
Speaker-4,H-1-4-2.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-4\Happy\H-1-4-2.wav,Happy,8.21,6.49,6.26
Speaker-4,H-2-4-1.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-4\Happy\H-2-4-1.wav,Happy,8.21,6.49,6.26
Speaker-4,H-2-4-2.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-4\Happy\H-2-4-2.wav,Happy,8.21,6.49,6.26
Speaker-4,H-3-4-1.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-4\Happy\H-3-4-1.wav,Happy,8.21,6.49,6.26
Speaker-4,H-3-4-2.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-4\Happy\H-3-4-2.wav,Happy,8.21,6.49,6.26
Speaker-4,H-4-4-1.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-4\Happy\H-4-4-1.wav,Happy,8.21,6.49,6.26
Speaker-4,H-4-4-2.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-4\Happy\H-4-4-2.wav,Happy,8.21,6.49,6.26
Speaker-4,H-5-4-1.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-4\Happy\H-5-4-1.wav,Happy,8.21,6.49,6.26
Speaker-4,H-5-4-2.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-4\Happy\H-5-4-2.wav,Happy,8.21,6.49,6.26
Speaker-4,N-1-4-1.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-4\Neutral\N-1-4-1.wav,Neutral,5.16,3.88,5.0
Speaker-4,N-1-4-2.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-4\Neutral\N-1-4-2.wav,Neutral,5.16,3.88,5.0
Speaker-4,N-2-4-1.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-4\Neutral\N-2-4-1.wav,Neutral,5.16,3.88,5.0
Speaker-4,N-2-4-2.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-4\Neutral\N-2-4-2.wav,Neutral,5.16,3.88,5.0
Speaker-4,N-3-4-1.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-4\Neutral\N-3-4-1.wav,Neutral,5.16,3.88,5.0
Speaker-4,N-3-4-2.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-4\Neutral\N-3-4-2.wav,Neutral,5.16,3.88,5.0
Speaker-4,N-4-4-1.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-4\Neutral\N-4-4-1.wav,Neutral,5.16,3.88,5.0
Speaker-4,N-4-4-2.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-4\Neutral\N-4-4-2.wav,Neutral,5.16,3.88,5.0
Speaker-4,N-5-4-1.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-4\Neutral\N-5-4-1.wav,Neutral,5.16,3.88,5.0
Speaker-4,N-5-4-2.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-4\Neutral\N-5-4-2.wav,Neutral,5.16,3.88,5.0
Speaker-4,S-1-4-1.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-4\Sad\S-1-4-1.wav,Sad,2.32,3.47,2.98
Speaker-4,S-1-4-2.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-4\Sad\S-1-4-2.wav,Sad,2.32,3.47,2.98
Speaker-4,S-2-4-1.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-4\Sad\S-2-4-1.wav,Sad,2.32,3.47,2.98
Speaker-4,S-2-4-2.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-4\Sad\S-2-4-2.wav,Sad,2.32,3.47,2.98
Speaker-4,S-3-4-1.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-4\Sad\S-3-4-1.wav,Sad,2.32,3.47,2.98
Speaker-4,S-3-4-2.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-4\Sad\S-3-4-2.wav,Sad,2.32,3.47,2.98
Speaker-4,S-4-4-1.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-4\Sad\S-4-4-1.wav,Sad,2.32,3.47,2.98
Speaker-4,S-4-4-2.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-4\Sad\S-4-4-2.wav,Sad,2.32,3.47,2.98
Speaker-4,S-5-4-1.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-4\Sad\S-5-4-1.wav,Sad,2.32,3.47,2.98
Speaker-4,S-5-4-2.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-4\Sad\S-5-4-2.wav,Sad,2.32,3.47,2.98
Speaker-5,A-1-5-1.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-5\Anger\A-1-5-1.wav,Anger,2.98,7.02,6.38
Speaker-5,A-1-5-2.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-5\Anger\A-1-5-2.wav,Anger,2.98,7.02,6.38
Speaker-5,A-10-5-1.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-5\Anger\A-10-5-1.wav,Anger,2.98,7.02,6.38
Speaker-5,A-10-5-2.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-5\Anger\A-10-5-2.wav,Anger,2.98,7.02,6.38
Speaker-5,A-2-5-1.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-5\Anger\A-2-5-1.wav,Anger,2.98,7.02,6.38
Speaker-5,A-2-5-2.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-5\Anger\A-2-5-2.wav,Anger,2.98,7.02,6.38
Speaker-5,A-3-5-1.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-5\Anger\A-3-5-1.wav,Anger,2.98,7.02,6.38
Speaker-5,A-3-5-2.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-5\Anger\A-3-5-2.wav,Anger,2.98,7.02,6.38
Speaker-5,A-4-5-1.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-5\Anger\A-4-5-1.wav,Anger,2.98,7.02,6.38
Speaker-5,A-4-5-2.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-5\Anger\A-4-5-2.wav,Anger,2.98,7.02,6.38
Speaker-5,A-5-5-1.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-5\Anger\A-5-5-1.wav,Anger,2.98,7.02,6.38
Speaker-5,A-5-5-2.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-5\Anger\A-5-5-2.wav,Anger,2.98,7.02,6.38
Speaker-5,A-6-5-1.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-5\Anger\A-6-5-1.wav,Anger,2.98,7.02,6.38
Speaker-5,A-6-5-2.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-5\Anger\A-6-5-2.wav,Anger,2.98,7.02,6.38
Speaker-5,A-7-5-1.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-5\Anger\A-7-5-1.wav,Anger,2.98,7.02,6.38
Speaker-5,A-7-5-2.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-5\Anger\A-7-5-2.wav,Anger,2.98,7.02,6.38
Speaker-5,A-8-5-1.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-5\Anger\A-8-5-1.wav,Anger,2.98,7.02,6.38
Speaker-5,A-8-5-2.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-5\Anger\A-8-5-2.wav,Anger,2.98,7.02,6.38
Speaker-5,A-9-5-1.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-5\Anger\A-9-5-1.wav,Anger,2.98,7.02,6.38
Speaker-5,A-9-5-2.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-5\Anger\A-9-5-2.wav,Anger,2.98,7.02,6.38
Speaker-5,F-1-5-1.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-5\Fear\F-1-5-1.wav,Fear,2.5,7.41,3.69
Speaker-5,F-1-5-2.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-5\Fear\F-1-5-2.wav,Fear,2.5,7.41,3.69
Speaker-5,F-10-5-1.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-5\Fear\F-10-5-1.wav,Fear,2.5,7.41,3.69
Speaker-5,F-10-5-2.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-5\Fear\F-10-5-2.wav,Fear,2.5,7.41,3.69
Speaker-5,F-2-5-1.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-5\Fear\F-2-5-1.wav,Fear,2.5,7.41,3.69
Speaker-5,F-2-5-2.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-5\Fear\F-2-5-2.wav,Fear,2.5,7.41,3.69
Speaker-5,F-3-5-1.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-5\Fear\F-3-5-1.wav,Fear,2.5,7.41,3.69
Speaker-5,F-3-5-2.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-5\Fear\F-3-5-2.wav,Fear,2.5,7.41,3.69
Speaker-5,F-4-5-1.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-5\Fear\F-4-5-1.wav,Fear,2.5,7.41,3.69
Speaker-5,F-4-5-2.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-5\Fear\F-4-5-2.wav,Fear,2.5,7.41,3.69
Speaker-5,F-5-5-1.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-5\Fear\F-5-5-1.wav,Fear,2.5,7.41,3.69
Speaker-5,F-5-5-2.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-5\Fear\F-5-5-2.wav,Fear,2.5,7.41,3.69
Speaker-5,F-6-5-1.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-5\Fear\F-6-5-1.wav,Fear,2.5,7.41,3.69
Speaker-5,F-6-5-2.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-5\Fear\F-6-5-2.wav,Fear,2.5,7.41,3.69
Speaker-5,F-7-5-1.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-5\Fear\F-7-5-1.wav,Fear,2.5,7.41,3.69
Speaker-5,F-7-5-2.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-5\Fear\F-7-5-2.wav,Fear,2.5,7.41,3.69
Speaker-5,F-8-5-1.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-5\Fear\F-8-5-1.wav,Fear,2.5,7.41,3.69
Speaker-5,F-8-5-2.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-5\Fear\F-8-5-2.wav,Fear,2.5,7.41,3.69
Speaker-5,F-9-5-1.wav,C:\Users\FAIZAN KHAZI\Desktop\ML Project\iesc\dataset\Speaker-5\Fear\F-9-5-1.wav,Fear,2.5,7.41,3.69
